index,continent,CNT1,PV1MATH,ST57Q01
"(-4.573, -3.196](-0.441, 0.936]",Europe,Poland,521.743987283,6.79224753485
"(-4.573, -3.196](-0.441, 0.936]",Europe,Portugal,491.893236234,3.97831897832
"(-4.573, -3.196](-0.441, 0.936]",Europe,Romania,451.989117767,7.60492610837
"(-4.573, -3.196](-0.441, 0.936]",Europe,Russia,488.378310894,9.84919124643
"(-4.573, -3.196](-0.441, 0.936]",Europe,Serbia,452.571192468,4.62159253945
"(-4.573, -3.196](-0.441, 0.936]",Europe,Slovakia,495.710189756,3.75847123719
"(-4.573, -3.196](-0.441, 0.936]",Europe,Slovenia,491.315547083,3.7854862119
"(-4.573, -3.196](-0.441, 0.936]",Europe,Spain,499.491194918,6.32809663892
"(-4.573, -3.196](-0.441, 0.936]",Europe,Sweden,485.158550424,3.80402542373
"(-4.573, -3.196](-0.441, 0.936]",Europe,Switzerland,524.817556372,4.17034834325
"(-4.573, -3.196](-0.441, 0.936]",Europe,Turkey,450.195890414,4.27779589175
"(-4.573, -3.196](-0.441, 0.936]",Europe,UK,495.534929078,5.30474712198
"(-4.573, -3.196](-0.441, 0.936]",North America,Canada,513.854467084,5.16095485701
"(-4.573, -3.196](-0.441, 0.936]",North America,Mexico,421.907627589,5.4400231515
"(-4.573, -3.196](-0.441, 0.936]",North America,USA,487.436222059,6.85325406758
"(-4.573, -3.196](-0.441, 0.936]",Oceania,Australia,507.977543238,6.30951201387
"(-4.573, -3.196](-0.441, 0.936]",Oceania,New Zealand,513.788975202,4.64378029079
"(-4.573, -3.196](-0.441, 0.936]",South America,Argentina,407.562346936,3.82630120111
"(-4.573, -3.196](-0.441, 0.936]",South America,Brazil,387.226643557,3.54668115548
"(-4.573, -3.196](-0.441, 0.936]",South America,Chile,446.845408904,3.93346524858
"(-4.573, -3.196](-0.441, 0.936]",South America,Colombia,392.651363387,5.44488939741
"(-4.573, -3.196](-0.441, 0.936]",South America,Peru,373.70650519,5.48347446053
"(-4.573, -3.196](-0.441, 0.936]",South America,Uruguay,422.075089747,4.80559254328
"(-4.573, -3.196](0.936, 2.313]",Africa,Tunisia,405.682416052,3.60942603826
"(-4.573, -3.196](0.936, 2.313]",Asia,China,609.270848537,13.8791348601
"(-4.573, -3.196](0.936, 2.313]",Asia,Hong Kong,565.82964351,6.1614010989
"(-4.573, -3.196](0.936, 2.313]",Asia,Indonesia,380.064234413,5.01842496285
"(-4.573, -3.196](0.936, 2.313]",Asia,Israel,478.531199448,4.92549154881
"(-4.573, -3.196](0.936, 2.313]",Asia,Japan,542.967983196,4.03536396489
"(-4.573, -3.196](0.936, 2.313]",Asia,Jordan,396.370006495,4.30938494168
"(-4.573, -3.196](0.936, 2.313]",Asia,Kazakhstan,434.3148305,8.85952446024
"(-4.573, -3.196](0.936, 2.313]",Asia,Macau,539.922938181,6.05154028436
"(-4.573, -3.196](0.936, 2.313]",Asia,Malaysia,424.50026593,4.89390168015
"(-4.573, -3.196](0.936, 2.313]",Asia,Qatar,388.919621685,4.31158455393
"(-4.573, -3.196](0.936, 2.313]",Asia,Singapore,568.979330367,9.37456946039
"(-4.573, -3.196](0.936, 2.313]",Asia,South Korea,562.727802194,3.16306549629
"(-4.573, -3.196](0.936, 2.313]",Asia,Taiwan,565.09567288,5.90390738061
"(-4.573, -3.196](0.936, 2.313]",Asia,Thailand,442.625757433,5.98392814937
"(-4.573, -3.196](0.936, 2.313]",Asia,UAE,437.33119726,6.1510543681
"(-4.573, -3.196](0.936, 2.313]",Asia,Vietnam,512.116520971,5.87007253232
"(-4.573, -3.196](0.936, 2.313]",Central America,Costa Rica,410.442913188,3.47832422587
"(-4.573, -3.196](0.936, 2.313]",Europe,Austria,513.019490225,4.81139896373
"(-4.573, -3.196](0.936, 2.313]",Europe,Belgium,529.13409631,5.70001902226
"(-4.573, -3.196](0.936, 2.313]",Europe,Bulgaria,452.634683259,6.05523354927
"(-4.573, -3.196](0.936, 2.313]",Europe,Croatia,472.127604777,6.08121019108
"(-4.573, -3.196](0.936, 2.313]",Europe,Czech Republic,527.513346823,3.41542839077
"(-4.573, -3.196](0.936, 2.313]",Europe,Denmark,491.740063843,4.59323144105
"(-4.573, -3.196](0.936, 2.313]",Europe,Estonia,524.122875819,7.08666887198
"(-4.573, -3.196](0.936, 2.313]",Europe,Finland,513.172668037,3.1084544759
"(-4.573, -3.196](0.936, 2.313]",Europe,France,508.09549444,5.30649819495
"(-4.573, -3.196](0.936, 2.313]",Europe,Germany,529.44014739,4.9281124498
"(-4.573, -3.196](0.936, 2.313]",Europe,Greece,458.584404594,5.57869012708
"(-4.573, -3.196](0.936, 2.313]",Europe,Hungary,489.816059585,6.57611241218
"(-4.573, -3.196](0.936, 2.313]",Europe,Iceland,501.896152798,4.31338199513
"(-4.573, -3.196](0.936, 2.313]",Europe,Ireland,504.414638462,7.77831872769
"(-4.573, -3.196](0.936, 2.313]",Europe,Italy,494.772919337,8.84278080469
"(-4.573, -3.196](0.936, 2.313]",Europe,Latvia,499.362792733,6.6044663134
"(-4.573, -3.196](0.936, 2.313]",Europe,Lithuania,483.015015672,6.88062827225
"(-4.573, -3.196](0.936, 2.313]",Europe,Luxembourg,496.021762186,4.75007761565
"(-4.573, -3.196](0.936, 2.313]",Europe,Montenegro,411.235431684,4.47747415066
"(-4.573, -3.196](0.936, 2.313]",Europe,Netherlands,526.838034381,6.0785634119
"(-4.573, -3.196](0.936, 2.313]",Europe,Norway,498.863474754,5.06448087432
"(-4.573, -3.196](0.936, 2.313]",Europe,Poland,521.782097825,6.79374787632
"(-4.573, -3.196](0.936, 2.313]",Europe,Portugal,492.083811867,3.98697839598
"(-4.573, -3.196](0.936, 2.313]",Europe,Romania,452.086443832,7.60367454068
"(-4.573, -3.196](0.936, 2.313]",Europe,Russia,488.362858036,9.84854969092
"(-4.573, -3.196](0.936, 2.313]",Europe,Serbia,452.604303799,4.62222222222
"(-4.573, -3.196](0.936, 2.313]",Europe,Slovakia,495.761367468,3.75777865301
"(-4.573, -3.196](0.936, 2.313]",Europe,Slovenia,491.353449652,3.78567285383
"(-4.573, -3.196](0.936, 2.313]",Europe,Spain,499.524215365,6.3272465762
"(-4.573, -3.196](0.936, 2.313]",Europe,Sweden,485.188661199,3.80282186949
"(-4.573, -3.196](0.936, 2.313]",Europe,Switzerland,524.85683282,4.17067307692
"(-4.573, -3.196](0.936, 2.313]",Europe,Turkey,450.195890414,4.27779589175
"(-4.573, -3.196](0.936, 2.313]",Europe,UK,495.681287439,5.30673896204
"(-4.573, -3.196](0.936, 2.313]",North America,Canada,514.023399867,5.17007762879
"(-4.573, -3.196](0.936, 2.313]",North America,Mexico,421.950523024,5.44086176981
"(-4.573, -3.196](0.936, 2.313]",North America,USA,487.791132154,6.875
"(-4.573, -3.196](0.936, 2.313]",Oceania,Australia,508.014078995,6.31031068202
"(-4.573, -3.196](0.936, 2.313]",Oceania,New Zealand,513.870584879,4.65483870968
"(-4.573, -3.196](0.936, 2.313]",South America,Argentina,407.562346936,3.82630120111
"(-4.573, -3.196](0.936, 2.313]",South America,Brazil,387.226643557,3.54668115548
"(-4.573, -3.196](0.936, 2.313]",South America,Chile,447.258704289,3.94527976337
"(-4.573, -3.196](0.936, 2.313]",South America,Colombia,392.651363387,5.44488939741
"(-4.573, -3.196](0.936, 2.313]",South America,Peru,373.70650519,5.48347446053
"(-4.573, -3.196](0.936, 2.313]",South America,Uruguay,422.131936382,4.81177253076
"(-4.573, -3.196](2.313, 3.69]",Africa,Tunisia,381.885438833,3.49094567404
"(-4.573, -3.196](2.313, 3.69]",Asia,China,516.396305532,8.69361702128
"(-4.573, -3.196](2.313, 3.69]",Asia,Hong Kong,532.45296836,5.68822170901
"(-4.573, -3.196](2.313, 3.69]",Asia,Indonesia,366.924996622,4.73851351351
"(-4.573, -3.196](2.313, 3.69]",Asia,Israel,393.25625,5.45238095238
"(-4.573, -3.196](2.313, 3.69]",Asia,Japan,463.105625,2.66666666667
"(-4.573, -3.196](2.313, 3.69]",Asia,Jordan,361.620959633,3.92660550459
"(-4.573, -3.196](2.313, 3.69]",Asia,Kazakhstan,383.605458209,7.94029850746
"(-4.573, -3.196](2.313, 3.69]",Asia,Macau,516.119880235,4.66352941176
"(-4.573, -3.196](2.313, 3.69]",Asia,Malaysia,389.34044375,3.84114583333
"(-4.573, -3.196](2.313, 3.69]",Asia,Qatar,324.32136129,3.23655913978
"(-4.573, -3.196](2.313, 3.69]",Asia,Singapore,496.244918974,7.12307692308
"(-4.573, -3.196](2.313, 3.69]",Asia,South Korea,460.749346667,2.53333333333
"(-4.573, -3.196](2.313, 3.69]",Asia,Taiwan,480.28071157,3.70247933884
"(-4.573, -3.196](2.313, 3.69]",Asia,Thailand,406.070245891,4.90618181818
"(-4.573, -3.196](2.313, 3.69]",Asia,UAE,369.379463226,4.64516129032
"(-4.573, -3.196](2.313, 3.69]",Asia,Vietnam,496.312921831,5.32458386684
"(-4.573, -3.196](2.313, 3.69]",Central America,Costa Rica,380.786315764,3.11942675159
"(-4.573, -3.196](2.313, 3.69]",Europe,Austria,419.306318182,3.63636363636
"(-4.573, -3.196](2.313, 3.69]",Europe,Belgium,454.841710526,4.52631578947
"(-4.573, -3.196](2.313, 3.69]",Europe,Bulgaria,373.553326724,3.1724137931
"(-4.573, -3.196](2.313, 3.69]",Europe,Croatia,419.249936264,4.81318681319
"(-4.573, -3.196](2.313, 3.69]",Europe,Czech Republic,401.72535,1.5
"(-4.573, -3.196](2.313, 3.69]",Europe,Denmark,410.737373214,3.69642857143
"(-4.573, -3.196](2.313, 3.69]",Europe,Estonia,448.76345,4.375
"(-4.573, -3.196](2.313, 3.69]",Europe,Finland,396.777111594,3.20289855072
"(-4.573, -3.196](2.313, 3.69]",Europe,France,411.841795,3.2
"(-4.573, -3.196](2.313, 3.69]",Europe,Germany,413.848946429,4.28571428571
"(-4.573, -3.196](2.313, 3.69]",Europe,Greece,396.000522642,4.16981132075
"(-4.573, -3.196](2.313, 3.69]",Europe,Hungary,386.780910112,4.21348314607
"(-4.573, -3.196](2.313, 3.69]",Europe,Ireland,408.978036,6.28
"(-4.573, -3.196](2.313, 3.69]",Europe,Italy,416.933959498,5.87455197133
"(-4.573, -3.196](2.313, 3.69]",Europe,Latvia,433.9506375,5.41666666667
"(-4.573, -3.196](2.313, 3.69]",Europe,Lithuania,404.485874138,5.13793103448
"(-4.573, -3.196](2.313, 3.69]",Europe,Luxembourg,432.150379545,3.78977272727
"(-4.573, -3.196](2.313, 3.69]",Europe,Montenegro,359.354826126,3.27027027027
"(-4.573, -3.196](2.313, 3.69]",Europe,Netherlands,487.548327273,5.31818181818
"(-4.573, -3.196](2.313, 3.69]",Europe,Norway,359.539391667,3.08333333333
"(-4.573, -3.196](2.313, 3.69]",Europe,Poland,453.875886207,6.89655172414
"(-4.573, -3.196](2.313, 3.69]",Europe,Portugal,433.137229226,3.20343839542
"(-4.573, -3.196](2.313, 3.69]",Europe,Romania,399.158567939,5.00763358779
"(-4.573, -3.196](2.313, 3.69]",Europe,Russia,428.976478,7.06
"(-4.573, -3.196](2.313, 3.69]",Europe,Serbia,396.095496104,5.11688311688
"(-4.573, -3.196](2.313, 3.69]",Europe,Slovakia,322.171897143,2.34285714286
"(-4.573, -3.196](2.313, 3.69]",Europe,Slovenia,426.155855556,3.83333333333
"(-4.573, -3.196](2.313, 3.69]",Europe,Spain,429.607181954,5.22516556291
"(-4.573, -3.196](2.313, 3.69]",Europe,Sweden,384.400476667,3.66666666667
"(-4.573, -3.196](2.313, 3.69]",Europe,Switzerland,422.862685556,3.75555555556
"(-4.573, -3.196](2.313, 3.69]",Europe,Turkey,422.417232192,4.35778321108
"(-4.573, -3.196](2.313, 3.69]",Europe,UK,449.782726316,2.78947368421
"(-4.573, -3.196](2.313, 3.69]",North America,Canada,437.264368,5.48
"(-4.573, -3.196](2.313, 3.69]",North America,Mexico,399.033181476,4.76744610888
"(-4.573, -3.196](2.313, 3.69]",North America,USA,436.468739048,4.78095238095
"(-4.573, -3.196](2.313, 3.69]",Oceania,Australia,423.101220408,4.59183673469
"(-4.573, -3.196](2.313, 3.69]",Oceania,New Zealand,428.501321053,5.94736842105
"(-4.573, -3.196](2.313, 3.69]",South America,Argentina,362.402040217,3.30217391304
"(-4.573, -3.196](2.313, 3.69]",South America,Brazil,359.586715636,3.1996969697
"(-4.573, -3.196](2.313, 3.69]",South America,Chile,376.690223349,3.22641509434
"(-4.573, -3.196](2.313, 3.69]",South America,Colombia,360.728641365,4.60825610783
"(-4.573, -3.196](2.313, 3.69]",South America,Peru,331.860203313,4.8062248996
"(-4.573, -3.196](2.313, 3.69]",South America,Uruguay,378.95167504,4.3936
"(-3.196, -1.819](-3.196, -1.819]",Africa,Tunisia,391.625934896,3.59672619048
"(-3.196, -1.819](-3.196, -1.819]",Asia,China,573.408880054,11.9087221095
"(-3.196, -1.819](-3.196, -1.819]",Asia,Hong Kong,550.433554921,5.98205546493
"(-3.196, -1.819](-3.196, -1.819]",Asia,Indonesia,375.249072536,4.97899159664
"(-3.196, -1.819](-3.196, -1.819]",Asia,Israel,419.629834641,4.67483660131
"(-3.196, -1.819](-3.196, -1.819]",Asia,Japan,508.510851142,3.1427406199
"(-3.196, -1.819](-3.196, -1.819]",Asia,Jordan,378.253388954,4.04091174752
"(-3.196, -1.819](-3.196, -1.819]",Asia,Kazakhstan,415.438427961,7.77014716188
"(-3.196, -1.819](-3.196, -1.819]",Asia,Macau,533.672936511,5.69775187344
"(-3.196, -1.819](-3.196, -1.819]",Asia,Malaysia,404.483730653,4.32428198433
"(-3.196, -1.819](-3.196, -1.819]",Asia,Qatar,340.061238172,3.5685483871
"(-3.196, -1.819](-3.196, -1.819]",Asia,Singapore,532.617879396,8.36401098901
"(-3.196, -1.819](-3.196, -1.819]",Asia,South Korea,524.10547069,2.50530503979
"(-3.196, -1.819](-3.196, -1.819]",Asia,Taiwan,528.971810942,4.62188449848
"(-3.196, -1.819](-3.196, -1.819]",Asia,Thailand,416.522793624,5.30959971661
"(-3.196, -1.819](-3.196, -1.819]",Asia,UAE,390.172473684,5.16929824561
"(-3.196, -1.819](-3.196, -1.819]",Asia,Vietnam,507.933768342,5.78476040848
"(-3.196, -1.819](-3.196, -1.819]",Central America,Costa Rica,395.080579778,3.26475745178
"(-3.196, -1.819](-3.196, -1.819]",Europe,Austria,470.326604435,4.24193548387
"(-3.196, -1.819](-3.196, -1.819]",Europe,Belgium,489.704801183,4.67331855137
"(-3.196, -1.819](-3.196, -1.819]",Europe,Bulgaria,415.022175162,4.90938511327
"(-3.196, -1.819](-3.196, -1.819]",Europe,Croatia,450.651442804,5.41869158879
"(-3.196, -1.819](-3.196, -1.819]",Europe,Czech Republic,478.81879599,2.96354799514
"(-3.196, -1.819](-3.196, -1.819]",Europe,Denmark,444.869313623,4.53701875617
"(-3.196, -1.819](-3.196, -1.819]",Europe,Estonia,498.296082685,6.84441656211
"(-3.196, -1.819](-3.196, -1.819]",Europe,Finland,469.416902217,2.94165694282
"(-3.196, -1.819](-3.196, -1.819]",Europe,France,456.343372539,4.42770352369
"(-3.196, -1.819](-3.196, -1.819]",Europe,Germany,479.214618985,4.54500818331
"(-3.196, -1.819](-3.196, -1.819]",Europe,Greece,425.111000817,4.69209809264
"(-3.196, -1.819](-3.196, -1.819]",Europe,Hungary,453.156298734,5.48417721519
"(-3.196, -1.819](-3.196, -1.819]",Europe,Iceland,459.228931013,4.30379746835
"(-3.196, -1.819](-3.196, -1.819]",Europe,Ireland,467.558595338,6.72610722611
"(-3.196, -1.819](-3.196, -1.819]",Europe,Italy,465.140273615,7.39923254029
"(-3.196, -1.819](-3.196, -1.819]",Europe,Latvia,467.278775375,5.95131086142
"(-3.196, -1.819](-3.196, -1.819]",Europe,Lithuania,448.995625905,6.22376973073
"(-3.196, -1.819](-3.196, -1.819]",Europe,Luxembourg,446.29448254,4.01488095238
"(-3.196, -1.819](-3.196, -1.819]",Europe,Montenegro,385.739510327,4.19064430715
"(-3.196, -1.819](-3.196, -1.819]",Europe,Netherlands,490.166520722,5.46768060837
"(-3.196, -1.819](-3.196, -1.819]",Europe,Norway,465.151455172,4.39942528736
"(-3.196, -1.819](-3.196, -1.819]",Europe,Poland,489.864898395,6.44638949672
"(-3.196, -1.819](-3.196, -1.819]",Europe,Portugal,464.061581022,3.59677419355
"(-3.196, -1.819](-3.196, -1.819]",Europe,Romania,429.639660613,6.7859290439
"(-3.196, -1.819](-3.196, -1.819]",Europe,Russia,454.097560674,9.03445692884
"(-3.196, -1.819](-3.196, -1.819]",Europe,Serbia,428.36108137,4.4970544919
"(-3.196, -1.819](-3.196, -1.819]",Europe,Slovakia,454.436075268,3.54333008763
"(-3.196, -1.819](-3.196, -1.819]",Europe,Slovenia,458.547704742,3.52911813644
"(-3.196, -1.819](-3.196, -1.819]",Europe,Spain,469.032674911,5.82973929836
"(-3.196, -1.819](-3.196, -1.819]",Europe,Sweden,443.762605405,3.24504504505
"(-3.196, -1.819](-3.196, -1.819]",Europe,Switzerland,484.028971825,3.86766275347
"(-3.196, -1.819](-3.196, -1.819]",Europe,Turkey,436.322276451,4.31665264929
"(-3.196, -1.819](-3.196, -1.819]",Europe,UK,456.279226209,4.0757134537
"(-3.196, -1.819](-3.196, -1.819]",North America,Canada,476.869332523,4.30138292799
"(-3.196, -1.819](-3.196, -1.819]",North America,Mexico,410.359761574,5.20696890221
"(-3.196, -1.819](-3.196, -1.819]",North America,USA,441.89397588,5.08704318937
"(-3.196, -1.819](-3.196, -1.819]",Oceania,Australia,461.619841586,4.92554479419
"(-3.196, -1.819](-3.196, -1.819]",Oceania,New Zealand,461.245093819,3.75435816165
"(-3.196, -1.819](-3.196, -1.819]",South America,Argentina,384.519992693,3.49021864212
"(-3.196, -1.819](-3.196, -1.819]",South America,Brazil,372.704963726,3.30796252927
"(-3.196, -1.819](-3.196, -1.819]",South America,Chile,402.818382114,3.39837398374
"(-3.196, -1.819](-3.196, -1.819]",South America,Colombia,379.325394976,5.10419640308
"(-3.196, -1.819](-3.196, -1.819]",South America,Peru,359.109162495,5.32975764799
"(-3.196, -1.819](-3.196, -1.819]",South America,Uruguay,399.203922669,4.60793405461
"(-3.196, -1.819](-1.819, -0.441]",Africa,Tunisia,404.895912185,3.63496143959
"(-3.196, -1.819](-1.819, -0.441]",Asia,China,603.628404714,13.613864818
"(-3.196, -1.819](-1.819, -0.441]",Asia,Hong Kong,563.974439311,6.13849431818
"(-3.196, -1.819](-1.819, -0.441]",Asia,Indonesia,381.613935431,5.08841561794
"(-3.196, -1.819](-1.819, -0.441]",Asia,Israel,465.290373188,4.82794759825
"(-3.196, -1.819](-1.819, -0.441]",Asia,Japan,538.080582979,3.90484282073
"(-3.196, -1.819](-1.819, -0.441]",Asia,Jordan,394.044956222,4.29460227273
"(-3.196, -1.819](-1.819, -0.441]",Asia,Kazakhstan,433.662031904,8.82590412111
"(-3.196, -1.819](-1.819, -0.441]",Asia,Macau,538.397262679,6.03539823009
"(-3.196, -1.819](-1.819, -0.441]",Asia,Malaysia,422.064912594,4.81776765376
"(-3.196, -1.819](-1.819, -0.441]",Asia,Qatar,380.082986349,4.17896781354
"(-3.196, -1.819](-1.819, -0.441]",Asia,Singapore,563.297711667,9.2106918239
"(-3.196, -1.819](-1.819, -0.441]",Asia,South Korea,555.65998913,3.01558342835
"(-3.196, -1.819](-1.819, -0.441]",Asia,Taiwan,560.332961418,5.77286678944
"(-3.196, -1.819](-1.819, -0.441]",Asia,Thailand,434.543302609,5.83250717454
"(-3.196, -1.819](-1.819, -0.441]",Asia,UAE,428.410326828,5.96958035551
"(-3.196, -1.819](-1.819, -0.441]",Asia,Vietnam,514.725968452,5.94956521739
"(-3.196, -1.819](-1.819, -0.441]",Central America,Costa Rica,408.701751567,3.43965517241
"(-3.196, -1.819](-1.819, -0.441]",Europe,Austria,503.104304172,4.61146228403
"(-3.196, -1.819](-1.819, -0.441]",Europe,Belgium,514.380427247,5.30893682589
"(-3.196, -1.819](-1.819, -0.441]",Europe,Bulgaria,440.022468186,5.58947804474
"(-3.196, -1.819](-1.819, -0.441]",Europe,Croatia,465.556842626,5.92608236536
"(-3.196, -1.819](-1.819, -0.441]",Europe,Czech Republic,517.335698474,3.34586746091
"(-3.196, -1.819](-1.819, -0.441]",Europe,Denmark,474.697796499,4.4770755886
"(-3.196, -1.819](-1.819, -0.441]",Europe,Estonia,514.553740677,7.02557755776
"(-3.196, -1.819](-1.819, -0.441]",Europe,Finland,497.785258665,3.06217896729
"(-3.196, -1.819](-1.819, -0.441]",Europe,France,497.682331695,5.14577259475
"(-3.196, -1.819](-1.819, -0.441]",Europe,Germany,513.195158462,4.8510989011
"(-3.196, -1.819](-1.819, -0.441]",Europe,Greece,444.675053583,5.17333333333
"(-3.196, -1.819](-1.819, -0.441]",Europe,Hungary,478.914417656,6.34801415651
"(-3.196, -1.819](-1.819, -0.441]",Europe,Iceland,481.058830068,4.16779825412
"(-3.196, -1.819](-1.819, -0.441]",Europe,Ireland,491.873578835,7.52625102543
"(-3.196, -1.819](-1.819, -0.441]",Europe,Italy,486.425392522,8.33225889634
"(-3.196, -1.819](-1.819, -0.441]",Europe,Latvia,493.79599299,6.53251689189
"(-3.196, -1.819](-1.819, -0.441]",Europe,Lithuania,475.475857895,6.72920851748
"(-3.196, -1.819](-1.819, -0.441]",Europe,Luxembourg,476.502047041,4.51114922813
"(-3.196, -1.819](-1.819, -0.441]",Europe,Montenegro,405.393247915,4.39615699101
"(-3.196, -1.819](-1.819, -0.441]",Europe,Netherlands,516.539134875,5.93015726179
"(-3.196, -1.819](-1.819, -0.441]",Europe,Norway,486.639671308,4.80730545262
"(-3.196, -1.819](-1.819, -0.441]",Europe,Poland,507.940471565,6.67911996679
"(-3.196, -1.819](-1.819, -0.441]",Europe,Portugal,477.993542852,3.75610632184
"(-3.196, -1.819](-1.819, -0.441]",Europe,Romania,444.863631381,7.29754157628
"(-3.196, -1.819](-1.819, -0.441]",Europe,Russia,486.073773703,9.78841309824
"(-3.196, -1.819](-1.819, -0.441]",Europe,Serbia,443.406239762,4.53767403767
"(-3.196, -1.819](-1.819, -0.441]",Europe,Slovakia,480.909202829,3.6798679868
"(-3.196, -1.819](-1.819, -0.441]",Europe,Slovenia,481.137945028,3.68406205924
"(-3.196, -1.819](-1.819, -0.441]",Europe,Spain,488.645319959,6.13859457775
"(-3.196, -1.819](-1.819, -0.441]",Europe,Sweden,473.511471361,3.58601134216
"(-3.196, -1.819](-1.819, -0.441]",Europe,Switzerland,512.886561256,4.09257937924
"(-3.196, -1.819](-1.819, -0.441]",Europe,Turkey,449.601903521,4.29299145299
"(-3.196, -1.819](-1.819, -0.441]",Europe,UK,481.590918466,4.87443343965
"(-3.196, -1.819](-1.819, -0.441]",North America,Canada,499.207462277,4.75057208238
"(-3.196, -1.819](-1.819, -0.441]",North America,Mexico,419.168532697,5.38982960026
"(-3.196, -1.819](-1.819, -0.441]",North America,USA,466.796437269,5.94654358094
"(-3.196, -1.819](-1.819, -0.441]",Oceania,Australia,496.718850377,5.93296703297
"(-3.196, -1.819](-1.819, -0.441]",Oceania,New Zealand,503.61306109,4.42381870781
"(-3.196, -1.819](-1.819, -0.441]",South America,Argentina,400.521677994,3.75147518223
"(-3.196, -1.819](-1.819, -0.441]",South America,Brazil,385.149155872,3.49971025691
"(-3.196, -1.819](-1.819, -0.441]",South America,Chile,422.670112825,3.58527648235
"(-3.196, -1.819](-1.819, -0.441]",South America,Colombia,391.682851023,5.41914125201
"(-3.196, -1.819](-1.819, -0.441]",South America,Peru,372.403585095,5.47847034026
"(-3.196, -1.819](-1.819, -0.441]",South America,Uruguay,413.151465611,4.77135493373
"(-3.196, -1.819](-0.441, 0.936]",Africa,Tunisia,408.005135064,3.65133531157
"(-3.196, -1.819](-0.441, 0.936]",Asia,China,609.498307075,13.89069471
"(-3.196, -1.819](-0.441, 0.936]",Asia,Hong Kong,566.013987139,6.16678129298
"(-3.196, -1.819](-0.441, 0.936]",Asia,Indonesia,382.239500801,5.09935897436
"(-3.196, -1.819](-0.441, 0.936]",Asia,Israel,478.776446731,4.9239017641
"(-3.196, -1.819](-0.441, 0.936]",Asia,Japan,542.967983196,4.03536396489
"(-3.196, -1.819](-0.441, 0.936]",Asia,Jordan,396.744041153,4.31045576408
"(-3.196, -1.819](-0.441, 0.936]",Asia,Kazakhstan,434.374633589,8.86351203501
"(-3.196, -1.819](-0.441, 0.936]",Asia,Macau,539.885074459,6.05303703704
"(-3.196, -1.819](-0.441, 0.936]",Asia,Malaysia,424.982487539,4.91148775895
"(-3.196, -1.819](-0.441, 0.936]",Asia,Qatar,388.96653095,4.31276432141
"(-3.196, -1.819](-0.441, 0.936]",Asia,Singapore,569.010308159,9.37805228383
"(-3.196, -1.819](-0.441, 0.936]",Asia,South Korea,562.727802194,3.16306549629
"(-3.196, -1.819](-0.441, 0.936]",Asia,Taiwan,565.211809357,5.90816917729
"(-3.196, -1.819](-0.441, 0.936]",Asia,Thailand,443.220514665,6.01981154868
"(-3.196, -1.819](-0.441, 0.936]",Asia,UAE,437.284556882,6.14972646127
"(-3.196, -1.819](-0.441, 0.936]",Asia,Vietnam,516.144217454,5.99760438056
"(-3.196, -1.819](-0.441, 0.936]",Central America,Costa Rica,411.799174391,3.49718785152
"(-3.196, -1.819](-0.441, 0.936]",Europe,Austria,512.865004084,4.81239183108
"(-3.196, -1.819](-0.441, 0.936]",Europe,Belgium,529.029584516,5.69946605645
"(-3.196, -1.819](-0.441, 0.936]",Europe,Bulgaria,452.772808876,6.05551747772
"(-3.196, -1.819](-0.441, 0.936]",Europe,Croatia,472.153399299,6.07839388145
"(-3.196, -1.819](-0.441, 0.936]",Europe,Czech Republic,527.510865759,3.41265822785
"(-3.196, -1.819](-0.441, 0.936]",Europe,Denmark,491.788591599,4.59286808138
"(-3.196, -1.819](-0.441, 0.936]",Europe,Estonia,524.076623642,7.08145695364
"(-3.196, -1.819](-0.441, 0.936]",Europe,Finland,513.135176939,3.1082168167
"(-3.196, -1.819](-0.441, 0.936]",Europe,France,508.09549444,5.30649819495
"(-3.196, -1.819](-0.441, 0.936]",Europe,Germany,529.413354604,4.93084036992
"(-3.196, -1.819](-0.441, 0.936]",Europe,Greece,458.652333649,5.57800261097
"(-3.196, -1.819](-0.441, 0.936]",Europe,Hungary,489.819118915,6.57884164714
"(-3.196, -1.819](-0.441, 0.936]",Europe,Iceland,501.756909251,4.32060695056
"(-3.196, -1.819](-0.441, 0.936]",Europe,Ireland,504.484818817,7.77478063048
"(-3.196, -1.819](-0.441, 0.936]",Europe,Italy,494.728490469,8.83940379973
"(-3.196, -1.819](-0.441, 0.936]",Europe,Latvia,499.308192118,6.6043956044
"(-3.196, -1.819](-0.441, 0.936]",Europe,Lithuania,483.052652604,6.88150996155
"(-3.196, -1.819](-0.441, 0.936]",Europe,Luxembourg,495.830785531,4.7471875
"(-3.196, -1.819](-0.441, 0.936]",Europe,Montenegro,411.259526117,4.47875877355
"(-3.196, -1.819](-0.441, 0.936]",Europe,Netherlands,526.742319057,6.08124298016
"(-3.196, -1.819](-0.441, 0.936]",Europe,Norway,498.871774735,5.06352683461
"(-3.196, -1.819](-0.441, 0.936]",Europe,Poland,521.743987283,6.79224753485
"(-3.196, -1.819](-0.441, 0.936]",Europe,Portugal,491.941435591,3.97920380273
"(-3.196, -1.819](-0.441, 0.936]",Europe,Romania,452.383780594,7.60594059406
"(-3.196, -1.819](-0.441, 0.936]",Europe,Russia,488.378310894,9.84919124643
"(-3.196, -1.819](-0.441, 0.936]",Europe,Serbia,452.571192468,4.62159253945
"(-3.196, -1.819](-0.441, 0.936]",Europe,Slovakia,495.763638549,3.7595585337
