index,continent,CNT1,PV1MATH,ST57Q01
"(-5.95, -4.573](0.936, 2.313]",Asia,Taiwan,565.09567288,5.90390738061
"(-5.95, -4.573](0.936, 2.313]",Asia,Thailand,442.602725591,5.98487712665
"(-5.95, -4.573](0.936, 2.313]",Asia,UAE,437.33119726,6.1510543681
"(-5.95, -4.573](0.936, 2.313]",Asia,Vietnam,512.075624835,5.86763315474
"(-5.95, -4.573](0.936, 2.313]",Central America,Costa Rica,410.442913188,3.47832422587
"(-5.95, -4.573](0.936, 2.313]",Europe,Austria,513.019490225,4.81139896373
"(-5.95, -4.573](0.936, 2.313]",Europe,Belgium,529.13409631,5.70001902226
"(-5.95, -4.573](0.936, 2.313]",Europe,Bulgaria,452.620431288,6.05351056578
"(-5.95, -4.573](0.936, 2.313]",Europe,Croatia,472.127604777,6.08121019108
"(-5.95, -4.573](0.936, 2.313]",Europe,Czech Republic,527.513346823,3.41542839077
"(-5.95, -4.573](0.936, 2.313]",Europe,Denmark,491.740063843,4.59323144105
"(-5.95, -4.573](0.936, 2.313]",Europe,Estonia,524.122875819,7.08666887198
"(-5.95, -4.573](0.936, 2.313]",Europe,Finland,513.172668037,3.1084544759
"(-5.95, -4.573](0.936, 2.313]",Europe,France,508.09549444,5.30649819495
"(-5.95, -4.573](0.936, 2.313]",Europe,Germany,529.44014739,4.9281124498
"(-5.95, -4.573](0.936, 2.313]",Europe,Greece,458.584404594,5.57869012708
"(-5.95, -4.573](0.936, 2.313]",Europe,Hungary,489.816059585,6.57611241218
"(-5.95, -4.573](0.936, 2.313]",Europe,Iceland,501.896152798,4.31338199513
"(-5.95, -4.573](0.936, 2.313]",Europe,Ireland,504.414638462,7.77831872769
"(-5.95, -4.573](0.936, 2.313]",Europe,Italy,494.772919337,8.84278080469
"(-5.95, -4.573](0.936, 2.313]",Europe,Latvia,499.362792733,6.6044663134
"(-5.95, -4.573](0.936, 2.313]",Europe,Lithuania,483.015015672,6.88062827225
"(-5.95, -4.573](0.936, 2.313]",Europe,Luxembourg,496.021762186,4.75007761565
"(-5.95, -4.573](0.936, 2.313]",Europe,Montenegro,411.235431684,4.47747415066
"(-5.95, -4.573](0.936, 2.313]",Europe,Netherlands,526.838034381,6.0785634119
"(-5.95, -4.573](0.936, 2.313]",Europe,Norway,498.863474754,5.06448087432
"(-5.95, -4.573](0.936, 2.313]",Europe,Poland,521.782097825,6.79374787632
"(-5.95, -4.573](0.936, 2.313]",Europe,Portugal,492.083811867,3.98697839598
"(-5.95, -4.573](0.936, 2.313]",Europe,Romania,451.965235256,7.59927916121
"(-5.95, -4.573](0.936, 2.313]",Europe,Russia,488.362858036,9.84854969092
"(-5.95, -4.573](0.936, 2.313]",Europe,Serbia,452.604303799,4.62222222222
"(-5.95, -4.573](0.936, 2.313]",Europe,Slovakia,495.761367468,3.75777865301
"(-5.95, -4.573](0.936, 2.313]",Europe,Slovenia,491.353449652,3.78567285383
"(-5.95, -4.573](0.936, 2.313]",Europe,Spain,499.524215365,6.3272465762
"(-5.95, -4.573](0.936, 2.313]",Europe,Sweden,485.188661199,3.80282186949
"(-5.95, -4.573](0.936, 2.313]",Europe,Switzerland,524.85683282,4.17067307692
"(-5.95, -4.573](0.936, 2.313]",Europe,Turkey,450.195890414,4.27779589175
"(-5.95, -4.573](0.936, 2.313]",Europe,UK,495.681287439,5.30673896204
"(-5.95, -4.573](0.936, 2.313]",North America,Canada,514.023399867,5.17007762879
"(-5.95, -4.573](0.936, 2.313]",North America,Mexico,421.946688941,5.44037006698
"(-5.95, -4.573](0.936, 2.313]",North America,USA,487.791132154,6.875
"(-5.95, -4.573](0.936, 2.313]",Oceania,Australia,508.014078995,6.31031068202
"(-5.95, -4.573](0.936, 2.313]",Oceania,New Zealand,513.870584879,4.65483870968
"(-5.95, -4.573](0.936, 2.313]",South America,Argentina,407.562346936,3.82630120111
"(-5.95, -4.573](0.936, 2.313]",South America,Brazil,387.208637968,3.54879594423
"(-5.95, -4.573](0.936, 2.313]",South America,Chile,447.258704289,3.94527976337
"(-5.95, -4.573](0.936, 2.313]",South America,Colombia,392.571145635,5.44357605795
"(-5.95, -4.573](0.936, 2.313]",South America,Peru,373.70650519,5.48347446053
"(-5.95, -4.573](0.936, 2.313]",South America,Uruguay,422.131936382,4.81177253076
"(-5.95, -4.573](2.313, 3.69]",Africa,Tunisia,366.868053719,2.90909090909
"(-5.95, -4.573](2.313, 3.69]",Asia,China,490.310033333,7.83333333333
"(-5.95, -4.573](2.313, 3.69]",Asia,Hong Kong,431.811825,2.25
"(-5.95, -4.573](2.313, 3.69]",Asia,Indonesia,352.362882857,3.98775510204
"(-5.95, -4.573](2.313, 3.69]",Asia,Israel,270.402933333,5.0
"(-5.95, -4.573](2.313, 3.69]",Asia,Jordan,361.151182051,4.10256410256
"(-5.95, -4.573](2.313, 3.69]",Asia,Kazakhstan,361.4348,4.0
"(-5.95, -4.573](2.313, 3.69]",Asia,Macau,667.713,1.0
"(-5.95, -4.573](2.313, 3.69]",Asia,Malaysia,369.630335714,2.89285714286
"(-5.95, -4.573](2.313, 3.69]",Asia,Qatar,300.366125,1.25
"(-5.95, -4.573](2.313, 3.69]",Asia,Singapore,421.2183,1.5
"(-5.95, -4.573](2.313, 3.69]",Asia,Taiwan,431.4613,1.0
"(-5.95, -4.573](2.313, 3.69]",Asia,Thailand,404.686432184,4.28735632184
"(-5.95, -4.573](2.313, 3.69]",Asia,UAE,312.400675,1.75
"(-5.95, -4.573](2.313, 3.69]",Asia,Vietnam,464.851745382,4.3734939759
"(-5.95, -4.573](2.313, 3.69]",Central America,Costa Rica,364.069212821,2.83333333333
"(-5.95, -4.573](2.313, 3.69]",Europe,Belgium,340.79295,3.0
"(-5.95, -4.573](2.313, 3.69]",Europe,Bulgaria,388.619718182,4.0
"(-5.95, -4.573](2.313, 3.69]",Europe,Croatia,282.6842,3.0
"(-5.95, -4.573](2.313, 3.69]",Europe,Denmark,377.2083,5.75
"(-5.95, -4.573](2.313, 3.69]",Europe,Finland,286.1894,2.0
"(-5.95, -4.573](2.313, 3.69]",Europe,Greece,334.172,1.66666666667
"(-5.95, -4.573](2.313, 3.69]",Europe,Hungary,355.8265,2.0
"(-5.95, -4.573](2.313, 3.69]",Europe,Ireland,420.0888,1.0
"(-5.95, -4.573](2.313, 3.69]",Europe,Italy,373.3136,3.5
"(-5.95, -4.573](2.313, 3.69]",Europe,Lithuania,398.6291,8.5
"(-5.95, -4.573](2.313, 3.69]",Europe,Montenegro,346.0118,1.0
"(-5.95, -4.573](2.313, 3.69]",Europe,Norway,487.8564,1.0
"(-5.95, -4.573](2.313, 3.69]",Europe,Portugal,329.6542,1.0
"(-5.95, -4.573](2.313, 3.69]",Europe,Romania,372.267226667,7.4
"(-5.95, -4.573](2.313, 3.69]",Europe,Slovakia,360.1106,1.0
"(-5.95, -4.573](2.313, 3.69]",Europe,Spain,419.933,2.0
"(-5.95, -4.573](2.313, 3.69]",Europe,Switzerland,322.7995,1.0
"(-5.95, -4.573](2.313, 3.69]",Europe,Turkey,385.876345122,3.42682926829
"(-5.95, -4.573](2.313, 3.69]",North America,Canada,394.2281,1.0
"(-5.95, -4.573](2.313, 3.69]",North America,Mexico,372.147091199,4.10299625468
"(-5.95, -4.573](2.313, 3.69]",Oceania,Australia,407.677733333,10.3333333333
"(-5.95, -4.573](2.313, 3.69]",South America,Argentina,343.376433333,3.0
"(-5.95, -4.573](2.313, 3.69]",South America,Brazil,343.848123123,3.23723723724
"(-5.95, -4.573](2.313, 3.69]",South America,Chile,341.45507,4.2
"(-5.95, -4.573](2.313, 3.69]",South America,Colombia,337.342723529,3.79411764706
"(-5.95, -4.573](2.313, 3.69]",South America,Peru,308.359612644,4.66666666667
"(-5.95, -4.573](2.313, 3.69]",South America,Uruguay,361.345785714,5.14285714286
"(-4.573, -3.196](-4.573, -3.196]",Africa,Tunisia,378.945141748,3.37702265372
"(-4.573, -3.196](-4.573, -3.196]",Asia,China,515.746854772,8.67219917012
"(-4.573, -3.196](-4.573, -3.196]",Asia,Hong Kong,531.531767963,5.65675057208
"(-4.573, -3.196](-4.573, -3.196]",Asia,Indonesia,364.856754377,4.63188405797
"(-4.573, -3.196](-4.573, -3.196]",Asia,Israel,385.066028889,5.42222222222
"(-4.573, -3.196](-4.573, -3.196]",Asia,Japan,463.105625,2.66666666667
"(-4.573, -3.196](-4.573, -3.196]",Asia,Jordan,361.549670428,3.953307393
"(-4.573, -3.196](-4.573, -3.196]",Asia,Kazakhstan,382.655287143,7.77142857143
"(-4.573, -3.196](-4.573, -3.196]",Asia,Macau,516.475732629,4.65492957746
"(-4.573, -3.196](-4.573, -3.196]",Asia,Malaysia,388.000921845,3.77669902913
"(-4.573, -3.196](-4.573, -3.196]",Asia,Qatar,323.333516495,3.15463917526
"(-4.573, -3.196](-4.573, -3.196]",Asia,Singapore,495.483227411,7.06598984772
"(-4.573, -3.196](-4.573, -3.196]",Asia,South Korea,460.749346667,2.53333333333
"(-4.573, -3.196](-4.573, -3.196]",Asia,Taiwan,479.099596774,3.63709677419
"(-4.573, -3.196](-4.573, -3.196]",Asia,Thailand,405.987898564,4.86935704514
"(-4.573, -3.196](-4.573, -3.196]",Asia,UAE,367.946034591,4.57232704403
"(-4.573, -3.196](-4.573, -3.196]",Asia,Vietnam,491.987227223,5.19381557151
"(-4.573, -3.196](-4.573, -3.196]",Central America,Costa Rica,378.939383711,3.08781869688
"(-4.573, -3.196](-4.573, -3.196]",Europe,Austria,419.306318182,3.63636363636
"(-4.573, -3.196](-4.573, -3.196]",Europe,Belgium,450.975650847,4.47457627119
"(-4.573, -3.196](-4.573, -3.196]",Europe,Bulgaria,374.858289764,3.24409448819
"(-4.573, -3.196](-4.573, -3.196]",Europe,Croatia,417.765526087,4.79347826087
"(-4.573, -3.196](-4.573, -3.196]",Europe,Czech Republic,401.72535,1.5
"(-4.573, -3.196](-4.573, -3.196]",Europe,Denmark,408.502101667,3.83333333333
"(-4.573, -3.196](-4.573, -3.196]",Europe,Estonia,448.76345,4.375
"(-4.573, -3.196](-4.573, -3.196]",Europe,Finland,395.197287143,3.18571428571
"(-4.573, -3.196](-4.573, -3.196]",Europe,France,411.841795,3.2
"(-4.573, -3.196](-4.573, -3.196]",Europe,Germany,413.848946429,4.28571428571
"(-4.573, -3.196](-4.573, -3.196]",Europe,Greece,394.298820183,4.10091743119
"(-4.573, -3.196](-4.573, -3.196]",Europe,Hungary,386.436972222,4.18888888889
"(-4.573, -3.196](-4.573, -3.196]",Europe,Ireland,409.405373077,6.07692307692
"(-4.573, -3.196](-4.573, -3.196]",Europe,Italy,416.623494306,5.85765124555
"(-4.573, -3.196](-4.573, -3.196]",Europe,Latvia,433.9506375,5.41666666667
"(-4.573, -3.196](-4.573, -3.196]",Europe,Lithuania,404.290648333,5.25
"(-4.573, -3.196](-4.573, -3.196]",Europe,Luxembourg,432.150379545,3.78977272727
"(-4.573, -3.196](-4.573, -3.196]",Europe,Montenegro,359.235691964,3.25
"(-4.573, -3.196](-4.573, -3.196]",Europe,Netherlands,487.548327273,5.31818181818
"(-4.573, -3.196](-4.573, -3.196]",Europe,Norway,369.409930769,2.92307692308
"(-4.573, -3.196](-4.573, -3.196]",Europe,Poland,453.875886207,6.89655172414
"(-4.573, -3.196](-4.573, -3.196]",Europe,Portugal,432.841563429,3.19714285714
"(-4.573, -3.196](-4.573, -3.196]",Europe,Romania,396.395758904,5.25342465753
"(-4.573, -3.196](-4.573, -3.196]",Europe,Russia,428.976478,7.06
"(-4.573, -3.196](-4.573, -3.196]",Europe,Serbia,396.095496104,5.11688311688
"(-4.573, -3.196](-4.573, -3.196]",Europe,Slovakia,323.22575,2.30555555556
"(-4.573, -3.196](-4.573, -3.196]",Europe,Slovenia,426.155855556,3.83333333333
"(-4.573, -3.196](-4.573, -3.196]",Europe,Spain,429.59119157,5.21983471074
"(-4.573, -3.196](-4.573, -3.196]",Europe,Sweden,384.400476667,3.66666666667
"(-4.573, -3.196](-4.573, -3.196]",Europe,Switzerland,421.76309011,3.72527472527
"(-4.573, -3.196](-4.573, -3.196]",Europe,Turkey,420.128192666,4.29946524064
"(-4.573, -3.196](-4.573, -3.196]",Europe,UK,449.782726316,2.78947368421
"(-4.573, -3.196](-4.573, -3.196]",North America,Canada,436.420519608,5.39215686275
"(-4.573, -3.196](-4.573, -3.196]",North America,Mexico,396.643505676,4.70838881491
"(-4.573, -3.196](-4.573, -3.196]",North America,USA,436.468739048,4.78095238095
"(-4.573, -3.196](-4.573, -3.196]",Oceania,Australia,422.211403846,4.92307692308
"(-4.573, -3.196](-4.573, -3.196]",Oceania,New Zealand,428.501321053,5.94736842105
"(-4.573, -3.196](-4.573, -3.196]",South America,Argentina,361.68559477,3.29079497908
"(-4.573, -3.196](-4.573, -3.196]",South America,Brazil,358.144119626,3.20313790256
"(-4.573, -3.196](-4.573, -3.196]",South America,Chile,375.878353456,3.24884792627
"(-4.573, -3.196](-4.573, -3.196]",South America,Colombia,358.324646788,4.52456538171
"(-4.573, -3.196](-4.573, -3.196]",South America,Peru,328.365243675,4.78547008547
"(-4.573, -3.196](-4.573, -3.196]",South America,Uruguay,378.565943505,4.41001564945
"(-4.573, -3.196](-3.196, -1.819]",Africa,Tunisia,389.581086007,3.53993174061
"(-4.573, -3.196](-3.196, -1.819]",Asia,China,573.073127138,11.8922558923
"(-4.573, -3.196](-3.196, -1.819]",Asia,Hong Kong,550.176101356,5.97395550733
"(-4.573, -3.196](-3.196, -1.819]",Asia,Indonesia,373.290596647,4.89416695774
"(-4.573, -3.196](-3.196, -1.819]",Asia,Israel,418.901898537,4.67642276423
"(-4.573, -3.196](-3.196, -1.819]",Asia,Japan,508.510851142,3.1427406199
"(-4.573, -3.196](-3.196, -1.819]",Asia,Jordan,377.872254057,4.04228571429
"(-4.573, -3.196](-3.196, -1.819]",Asia,Kazakhstan,415.325133636,7.76223776224
"(-4.573, -3.196](-3.196, -1.819]",Asia,Macau,533.728716812,5.69579692052
"(-4.573, -3.196](-3.196, -1.819]",Asia,Malaysia,403.981468657,4.30365414308
"(-4.573, -3.196](-3.196, -1.819]",Asia,Qatar,339.84896484,3.55614973262
"(-4.573, -3.196](-3.196, -1.819]",Asia,Singapore,532.465067901,8.35459533608
"(-4.573, -3.196](-3.196, -1.819]",Asia,South Korea,524.10547069,2.50530503979
"(-4.573, -3.196](-3.196, -1.819]",Asia,Taiwan,528.794303944,4.61529126214
"(-4.573, -3.196](-3.196, -1.819]",Asia,Thailand,416.168923024,5.27903780069
"(-4.573, -3.196](-3.196, -1.819]",Asia,UAE,389.900544318,5.15734265734
"(-4.573, -3.196](-3.196, -1.819]",Asia,Vietnam,504.095691878,5.65903398927
"(-4.573, -3.196](-3.196, -1.819]",Central America,Costa Rica,393.728491112,3.24594745668
"(-4.573, -3.196](-3.196, -1.819]",Europe,Austria,470.326604435,4.24193548387
"(-4.573, -3.196](-3.196, -1.819]",Europe,Belgium,489.485005092,4.67084870849
"(-4.573, -3.196](-3.196, -1.819]",Europe,Bulgaria,414.789274579,4.90136327185
"(-4.573, -3.196](-3.196, -1.819]",Europe,Croatia,450.546855479,5.41718555417
"(-4.573, -3.196](-3.196, -1.819]",Europe,Czech Republic,478.81879599,2.96354799514
"(-4.573, -3.196](-3.196, -1.819]",Europe,Denmark,444.603193609,4.54178957719
"(-4.573, -3.196](-3.196, -1.819]",Europe,Estonia,498.296082685,6.84441656211
"(-4.573, -3.196](-3.196, -1.819]",Europe,Finland,469.20335035,2.94055944056
"(-4.573, -3.196](-3.196, -1.819]",Europe,France,456.343372539,4.42770352369
"(-4.573, -3.196](-3.196, -1.819]",Europe,Germany,479.214618985,4.54500818331
"(-4.573, -3.196](-3.196, -1.819]",Europe,Greece,424.863883967,4.68387681159
"(-4.573, -3.196](-3.196, -1.819]",Europe,Hungary,453.079358182,5.4814229249
"(-4.573, -3.196](-3.196, -1.819]",Europe,Iceland,459.228931013,4.30379746835
"(-4.573, -3.196](-3.196, -1.819]",Europe,Ireland,467.503333644,6.71944121071
"(-4.573, -3.196](-3.196, -1.819]",Europe,Italy,465.112092957,7.39803590609
"(-4.573, -3.196](-3.196, -1.819]",Europe,Latvia,467.278775375,5.95131086142
"(-4.573, -3.196](-3.196, -1.819]",Europe,Lithuania,448.902268119,6.22798887859
"(-4.573, -3.196](-3.196, -1.819]",Europe,Luxembourg,446.29448254,4.01488095238
"(-4.573, -3.196](-3.196, -1.819]",Europe,Montenegro,385.704477072,4.18783068783
"(-4.573, -3.196](-3.196, -1.819]",Europe,Netherlands,490.166520722,5.46768060837
"(-4.573, -3.196](-3.196, -1.819]",Europe,Norway,465.216512321,4.38968481375
"(-4.573, -3.196](-3.196, -1.819]",Europe,Poland,489.864898395,6.44638949672
"(-4.573, -3.196](-3.196, -1.819]",Europe,Portugal,463.989357818,3.59537882859
"(-4.573, -3.196](-3.196, -1.819]",Europe,Romania,429.126796186,6.79141835518
"(-4.573, -3.196](-3.196, -1.819]",Europe,Russia,454.097560674,9.03445692884
"(-4.573, -3.196](-3.196, -1.819]",Europe,Serbia,428.36108137,4.4970544919
"(-4.573, -3.196](-3.196, -1.819]",Europe,Slovakia,454.344318969,3.54085603113
"(-4.573, -3.196](-3.196, -1.819]",Europe,Slovenia,458.547704742,3.52911813644
"(-4.573, -3.196](-3.196, -1.819]",Europe,Spain,469.024774722,5.8291230893
"(-4.573, -3.196](-3.196, -1.819]",Europe,Sweden,443.762605405,3.24504504505
"(-4.573, -3.196](-3.196, -1.819]",Europe,Switzerland,483.942982773,3.86613333333
"(-4.573, -3.196](-3.196, -1.819]",Europe,Turkey,434.640745407,4.28699186992
"(-4.573, -3.196](-3.196, -1.819]",Europe,UK,456.279226209,4.0757134537
"(-4.573, -3.196](-3.196, -1.819]",North America,Canada,476.82994204,4.29980934223
"(-4.573, -3.196](-3.196, -1.819]",North America,Mexico,408.889514007,5.1644931191
"(-4.573, -3.196](-3.196, -1.819]",North America,USA,441.89397588,5.08704318937
"(-4.573, -3.196](-3.196, -1.819]",Oceania,Australia,461.522061329,4.93534743202
"(-4.573, -3.196](-3.196, -1.819]",Oceania,New Zealand,461.245093819,3.75435816165
"(-4.573, -3.196](-3.196, -1.819]",South America,Argentina,384.098247779,3.48519362187
"(-4.573, -3.196](-3.196, -1.819]",South America,Brazil,371.506643746,3.30502556428
"(-4.573, -3.196](-3.196, -1.819]",South America,Chile,402.487582588,3.40269541779
"(-4.573, -3.196](-3.196, -1.819]",South America,Colombia,377.756380599,5.05523495466
"(-4.573, -3.196](-3.196, -1.819]",South America,Peru,355.827697733,5.28688219993
"(-4.573, -3.196](-3.196, -1.819]",South America,Uruguay,398.932815806,4.61176470588
"(-4.573, -3.196](-1.819, -0.441]",Africa,Tunisia,402.668723959,3.59244917715
"(-4.573, -3.196](-1.819, -0.441]",Asia,China,603.393223037,13.6018678658
"(-4.573, -3.196](-1.819, -0.441]",Asia,Hong Kong,563.78697461,6.1329787234
"(-4.573, -3.196](-1.819, -0.441]",Asia,Indonesia,379.470840969,5.00777511962
"(-4.573, -3.196](-1.819, -0.441]",Asia,Israel,465.035396162,4.82817269952
"(-4.573, -3.196](-1.819, -0.441]",Asia,Japan,538.080582979,3.90484282073
"(-4.573, -3.196](-1.819, -0.441]",Asia,Jordan,393.684501826,4.29249789267
"(-4.573, -3.196](-1.819, -0.441]",Asia,Kazakhstan,433.601336751,8.8218487395
"(-4.573, -3.196](-1.819, -0.441]",Asia,Macau,538.436712264,6.03386211104
"(-4.573, -3.196](-1.819, -0.441]",Asia,Malaysia,421.591462689,4.80038697194
"(-4.573, -3.196](-1.819, -0.441]",Asia,Qatar,379.994608453,4.17572062084
"(-4.573, -3.196](-1.819, -0.441]",Asia,Singapore,563.208409711,9.20584538026
"(-4.573, -3.196](-1.819, -0.441]",Asia,South Korea,555.65998913,3.01558342835
"(-4.573, -3.196](-1.819, -0.441]",Asia,Taiwan,560.214404232,5.76847592763
"(-4.573, -3.196](-1.819, -0.441]",Asia,Thailand,433.880662883,5.79821428571
"(-4.573, -3.196](-1.819, -0.441]",Asia,UAE,428.325353635,5.96648965391
"(-4.573, -3.196](-1.819, -0.441]",Asia,Vietnam,510.750718278,5.82394366197
"(-4.573, -3.196](-1.819, -0.441]",Central America,Costa Rica,407.378048897,3.4216730038
"(-4.573, -3.196](-1.819, -0.441]",Europe,Austria,503.104304172,4.61146228403
"(-4.573, -3.196](-1.819, -0.441]",Europe,Belgium,514.291316632,5.30775154004
"(-4.573, -3.196](-1.819, -0.441]",Europe,Bulgaria,439.789301072,5.58226804124
"(-4.573, -3.196](-1.819, -0.441]",Europe,Croatia,465.492496165,5.92505277973
"(-4.573, -3.196](-1.819, -0.441]",Europe,Czech Republic,517.335698474,3.34586746091
"(-4.573, -3.196](-1.819, -0.441]",Europe,Denmark,474.577141182,4.4786509901
"(-4.573, -3.196](-1.819, -0.441]",Europe,Estonia,514.553740677,7.02557755776
"(-4.573, -3.196](-1.819, -0.441]",Europe,Finland,497.728070595,3.06189189189
"(-4.573, -3.196](-1.819, -0.441]",Europe,France,497.682331695,5.14577259475
"(-4.573, -3.196](-1.819, -0.441]",Europe,Germany,513.195158462,4.8510989011
"(-4.573, -3.196](-1.819, -0.441]",Europe,Greece,444.537097212,5.16895547233
"(-4.573, -3.196](-1.819, -0.441]",Europe,Hungary,478.866034041,6.34630503145
"(-4.573, -3.196](-1.819, -0.441]",Europe,Iceland,481.058830068,4.16779825412
"(-4.573, -3.196](-1.819, -0.441]",Europe,Ireland,491.844146781,7.52357523575
"(-4.573, -3.196](-1.819, -0.441]",Europe,Italy,486.410810623,8.33163594173
"(-4.573, -3.196](-1.819, -0.441]",Europe,Latvia,493.79599299,6.53251689189
"(-4.573, -3.196](-1.819, -0.441]",Europe,Lithuania,475.41415837,6.73063026897
"(-4.573, -3.196](-1.819, -0.441]",Europe,Luxembourg,476.502047041,4.51114922813
"(-4.573, -3.196](-1.819, -0.441]",Europe,Montenegro,405.368980875,4.39476910503
"(-4.573, -3.196](-1.819, -0.441]",Europe,Netherlands,516.539134875,5.93015726179
"(-4.573, -3.196](-1.819, -0.441]",Europe,Norway,486.640315079,4.80529100529
"(-4.573, -3.196](-1.819, -0.441]",Europe,Poland,507.940471565,6.67911996679
"(-4.573, -3.196](-1.819, -0.441]",Europe,Portugal,477.940279174,3.75511669659
"(-4.573, -3.196](-1.819, -0.441]",Europe,Romania,444.472065013,7.29809421072
"(-4.573, -3.196](-1.819, -0.441]",Europe,Russia,486.073773703,9.78841309824
"(-4.573, -3.196](-1.819, -0.441]",Europe,Serbia,443.406239762,4.53767403767
"(-4.573, -3.196](-1.819, -0.441]",Europe,Slovakia,480.85227606,3.67860508954
"(-4.573, -3.196](-1.819, -0.441]",Europe,Slovenia,481.137945028,3.68406205924
"(-4.573, -3.196](-1.819, -0.441]",Europe,Spain,488.639967282,6.13827218197
"(-4.573, -3.196](-1.819, -0.441]",Europe,Sweden,473.511471361,3.58601134216
"(-4.573, -3.196](-1.819, -0.441]",Europe,Switzerland,512.852659515,4.09202782236
"(-4.573, -3.196](-1.819, -0.441]",Europe,Turkey,447.864126405,4.26937146658
"(-4.573, -3.196](-1.819, -0.441]",Europe,UK,481.590918466,4.87443343965
"(-4.573, -3.196](-1.819, -0.441]",North America,Canada,499.195452282,4.75014300423
"(-4.573, -3.196](-1.819, -0.441]",North America,Mexico,417.860476344,5.35403209002
"(-4.573, -3.196](-1.819, -0.441]",North America,USA,466.796437269,5.94654358094
"(-4.573, -3.196](-1.819, -0.441]",Oceania,Australia,496.676935525,5.93503844343
"(-4.573, -3.196](-1.819, -0.441]",Oceania,New Zealand,503.61306109,4.42381870781
"(-4.573, -3.196](-1.819, -0.441]",South America,Argentina,400.166861021,3.74680924457
"(-4.573, -3.196](-1.819, -0.441]",South America,Brazil,383.862242435,3.49153176757
"(-4.573, -3.196](-1.819, -0.441]",South America,Chile,422.400474568,3.58731739708
"(-4.573, -3.196](-1.819, -0.441]",South America,Colombia,390.239441387,5.3759765625
"(-4.573, -3.196](-1.819, -0.441]",South America,Peru,369.215129814,5.43805436338
"(-4.573, -3.196](-1.819, -0.441]",South America,Uruguay,412.885795458,4.77326007326
"(-4.573, -3.196](-0.441, 0.936]",Africa,Tunisia,405.682416052,3.60942603826
"(-4.573, -3.196](-0.441, 0.936]",Asia,China,609.270848537,13.8791348601
"(-4.573, -3.196](-0.441, 0.936]",Asia,Hong Kong,565.82964351,6.1614010989
"(-4.573, -3.196](-0.441, 0.936]",Asia,Indonesia,380.064234413,5.01842496285
"(-4.573, -3.196](-0.441, 0.936]",Asia,Israel,478.560441016,4.92398064962
"(-4.573, -3.196](-0.441, 0.936]",Asia,Japan,542.967983196,4.03536396489
"(-4.573, -3.196](-0.441, 0.936]",Asia,Jordan,396.37574147,4.30830459008
"(-4.573, -3.196](-0.441, 0.936]",Asia,Kazakhstan,434.3148305,8.85952446024
"(-4.573, -3.196](-0.441, 0.936]",Asia,Macau,539.922938181,6.05154028436
"(-4.573, -3.196](-0.441, 0.936]",Asia,Malaysia,424.50026593,4.89390168015
"(-4.573, -3.196](-0.441, 0.936]",Asia,Qatar,388.89845534,4.31041106416
"(-4.573, -3.196](-0.441, 0.936]",Asia,Singapore,568.925443382,9.37352856733
"(-4.573, -3.196](-0.441, 0.936]",Asia,South Korea,562.727802194,3.16306549629
"(-4.573, -3.196](-0.441, 0.936]",Asia,Taiwan,565.09567288,5.90390738061
"(-4.573, -3.196](-0.441, 0.936]",Asia,Thailand,442.427219546,5.98414576432
"(-4.573, -3.196](-0.441, 0.936]",Asia,UAE,437.212681266,6.1471942446
"(-4.573, -3.196](-0.441, 0.936]",Asia,Vietnam,512.116520971,5.87007253232
"(-4.573, -3.196](-0.441, 0.936]",Central America,Costa Rica,410.442913188,3.47832422587
"(-4.573, -3.196](-0.441, 0.936]",Europe,Austria,512.865004084,4.81239183108
"(-4.573, -3.196](-0.441, 0.936]",Europe,Belgium,528.957820644,5.69843690431
"(-4.573, -3.196](-0.441, 0.936]",Europe,Bulgaria,452.531878867,6.04779788324
"(-4.573, -3.196](-0.441, 0.936]",Europe,Croatia,472.093039567,6.07741318891
"(-4.573, -3.196](-0.441, 0.936]",Europe,Czech Republic,527.510865759,3.41265822785
"(-4.573, -3.196](-0.441, 0.936]",Europe,Denmark,491.688412109,4.59387978142
"(-4.573, -3.196](-0.441, 0.936]",Europe,Estonia,524.076623642,7.08145695364
"(-4.573, -3.196](-0.441, 0.936]",Europe,Finland,513.091717388,3.10800459594
"(-4.573, -3.196](-0.441, 0.936]",Europe,France,508.09549444,5.30649819495
"(-4.573, -3.196](-0.441, 0.936]",Europe,Germany,529.413354604,4.93084036992
"(-4.573, -3.196](-0.441, 0.936]",Europe,Greece,458.530572644,5.57417671992
"(-4.573, -3.196](-0.441, 0.936]",Europe,Hungary,489.774275335,6.57730923695
"(-4.573, -3.196](-0.441, 0.936]",Europe,Iceland,501.756909251,4.32060695056
"(-4.573, -3.196](-0.441, 0.936]",Europe,Ireland,504.457399708,7.77257959714
"(-4.573, -3.196](-0.441, 0.936]",Europe,Italy,494.715747513,8.8388434089
"(-4.573, -3.196](-0.441, 0.936]",Europe,Latvia,499.308192118,6.6043956044
"(-4.573, -3.196](-0.441, 0.936]",Europe,Lithuania,482.993677017,6.8826405868
"(-4.573, -3.196](-0.441, 0.936]",Europe,Luxembourg,495.830785531,4.7471875
"(-4.573, -3.196](-0.441, 0.936]",Europe,Montenegro,411.235431684,4.47747415066
"(-4.573, -3.196](-0.441, 0.936]",Europe,Netherlands,526.742319057,6.08124298016
"(-4.573, -3.196](-0.441, 0.936]",Europe,Norway,498.867754526,5.06204379562
