"Daily Time Detail -- Hard Skills in Data Science"
"04 de outubro de 2014 to 16 de agosto de 2015"

Hard Skills in Data Science,23:45,23:59,0:15,""
Total,0:41

"QUARTA-FEIRA, 6 DE MAIO"
Hard Skills in Data Science,0:00,1:45,1:45,""
Hard Skills in Data Science,2:00,3:16,1:16,""
Hard Skills in Data Science,21:45,23:00,1:15,""
Total,4:16

"QUINTA-FEIRA, 7 DE MAIO"
Hard Skills in Data Science,0:19,3:45,3:26,""
Total,3:26

"SEXTA-FEIRA, 8 DE MAIO"
Hard Skills in Data Science,0:00,0:30,0:30,""
Total,0:30

"SÁBADO, 9 DE MAIO"
[No entries]

"DOMINGO, 10 DE MAIO"
[No entries]

"SEGUNDA-FEIRA, 11 DE MAIO"
[No entries]

"TERÇA-FEIRA, 12 DE MAIO"
[No entries]

"QUARTA-FEIRA, 13 DE MAIO"
[No entries]

"QUINTA-FEIRA, 14 DE MAIO"
[No entries]

"SEXTA-FEIRA, 15 DE MAIO"
Hard Skills in Data Science,23:04,23:04,0:00,""
Total,0:00

"SÁBADO, 16 DE MAIO"
[No entries]

"DOMINGO, 17 DE MAIO"
[No entries]

"SEGUNDA-FEIRA, 18 DE MAIO"
Hard Skills in Data Science,0:49,1:37,0:48,""
Total,0:48

"TERÇA-FEIRA, 19 DE MAIO"
Hard Skills in Data Science,0:57,1:53,0:56,""
Total,0:56

"QUARTA-FEIRA, 20 DE MAIO"
Hard Skills in Data Science,0:21,1:57,1:35,""
Hard Skills in Data Science,23:45,2:38,0:15,""
Total,1:50

"QUINTA-FEIRA, 21 DE MAIO"
Hard Skills in Data Science,23:45,2:38,2:38,""
Total,2:38

"SEXTA-FEIRA, 22 DE MAIO"
Hard Skills in Data Science,0:45,1:51,1:06,""
Total,1:06

"SÁBADO, 23 DE MAIO"
Hard Skills in Data Science,0:45,1:47,1:02,""
Hard Skills in Data Science,17:15,19:00,1:45,""
Total,2:47

"DOMINGO, 24 DE MAIO"
Hard Skills in Data Science,14:45,15:45,1:00,""
Hard Skills in Data Science,23:00,1:10,1:00,""
Total,2:00

"SEGUNDA-FEIRA, 25 DE MAIO"
Hard Skills in Data Science,23:00,1:10,1:10,""
Total,1:10

"TERÇA-FEIRA, 26 DE MAIO"
Hard Skills in Data Science,0:12,1:31,1:19,""
Total,1:19

"QUARTA-FEIRA, 27 DE MAIO"
[No entries]

"QUINTA-FEIRA, 28 DE MAIO"
Hard Skills in Data Science,20:05,21:08,1:03,""
Hard Skills in Data Science,23:51,0:27,0:08,""
Total,1:11

"SEXTA-FEIRA, 29 DE MAIO"
Hard Skills in Data Science,23:51,0:27,0:28,""
Hard Skills in Data Science,0:53,1:38,0:45,""
Hard Skills in Data Science,18:06,19:12,1:06,""
Total,2:19

"SÁBADO, 30 DE MAIO"
Hard Skills in Data Science,14:00,16:08,2:08,""
Total,2:08

"DOMINGO, 31 DE MAIO"
Hard Skills in Data Science,0:46,1:20,0:35,""
Hard Skills in Data Science,22:30,1:24,1:30,""
Total,2:05

"SEGUNDA-FEIRA, 1 DE JUNHO"
Hard Skills in Data Science,22:30,1:24,1:24,""
Total,1:24

"TERÇA-FEIRA, 2 DE JUNHO"
Hard Skills in Data Science,0:04,1:37,1:33,""
Total,1:33

"QUARTA-FEIRA, 3 DE JUNHO"
Hard Skills in Data Science,0:45,1:52,1:07,""
Total,1:07

"QUINTA-FEIRA, 4 DE JUNHO"
Hard Skills in Data Science,14:05,14:37,0:32,""
Hard Skills in Data Science,18:15,18:45,0:30,""
Hard Skills in Data Science,19:15,20:07,0:53,""
Total,1:55

"SEXTA-FEIRA, 5 DE JUNHO"
[No entries]

"SÁBADO, 6 DE JUNHO"
Hard Skills in Data Science,15:15,17:26,2:11,""
Total,2:11

"DOMINGO, 7 DE JUNHO"
[No entries]

"SEGUNDA-FEIRA, 8 DE JUNHO"
Hard Skills in Data Science,22:57,0:15,1:03,""
Total,1:03

"TERÇA-FEIRA, 9 DE JUNHO"
Hard Skills in Data Science,22:57,0:15,0:15,""
Hard Skills in Data Science,0:31,1:30,0:59,""
Hard Skills in Data Science,2:15,2:47,0:33,""
Total,1:46

"QUARTA-FEIRA, 10 DE JUNHO"
Hard Skills in Data Science,0:30,1:50,1:21,""
Total,1:21

"QUINTA-FEIRA, 11 DE JUNHO"
Hard Skills in Data Science,2:25,2:32,0:07,""
Hard Skills in Data Science,2:34,2:58,0:24,""
Hard Skills in Data Science,18:35,19:36,1:01,""
Total,1:32

"SEXTA-FEIRA, 12 DE JUNHO"
[No entries]

"SÁBADO, 13 DE JUNHO"
Hard Skills in Data Science,14:30,15:12,0:41,""
Hard Skills in Data Science,15:20,15:28,0:08,""
Total,0:50

"DOMINGO, 14 DE JUNHO"
Hard Skills in Data Science,22:00,0:33,1:59,""
Total,1:59

"SEGUNDA-FEIRA, 15 DE JUNHO"
Hard Skills in Data Science,22:00,0:33,0:34,""
Hard Skills in Data Science,1:15,2:00,0:45,""
Total,1:19

"TERÇA-FEIRA, 16 DE JUNHO"
Hard Skills in Data Science,20:15,21:21,1:07,""
Hard Skills in Data Science,23:55,1:14,0:04,""
Total,1:11

"QUARTA-FEIRA, 17 DE JUNHO"
Hard Skills in Data Science,23:55,1:14,1:14,""
Hard Skills in Data Science,2:03,2:30,0:27,""
Total,1:41

"QUINTA-FEIRA, 18 DE JUNHO"
Hard Skills in Data Science,2:28,2:40,0:12,""
Hard Skills in Data Science,20:15,21:18,1:03,""
Total,1:15

"SEXTA-FEIRA, 19 DE JUNHO"
Hard Skills in Data Science,1:43,2:45,1:02,""
Total,1:02

"SÁBADO, 20 DE JUNHO"
Hard Skills in Data Science,15:45,18:45,2:59,""
Total,2:59

"DOMINGO, 21 DE JUNHO"
Hard Skills in Data Science,20:12,22:03,1:52,""
Hard Skills in Data Science,22:30,22:52,0:22,""
Total,2:14

"SEGUNDA-FEIRA, 22 DE JUNHO"
Hard Skills in Data Science,23:00,1:15,1:00,""
Total,1:00

"TERÇA-FEIRA, 23 DE JUNHO"
Hard Skills in Data Science,23:00,1:15,1:15,""
Hard Skills in Data Science,2:16,2:28,0:13,""
Total,1:28

"QUARTA-FEIRA, 24 DE JUNHO"
Hard Skills in Data Science,0:00,1:00,1:00,""
Hard Skills in Data Science,1:30,2:15,0:45,""
Hard Skills in Data Science,23:45,2:15,0:15,""
Total,2:00

"QUINTA-FEIRA, 25 DE JUNHO"
Hard Skills in Data Science,23:45,2:15,2:15,""
Total,2:15

"SEXTA-FEIRA, 26 DE JUNHO"
Hard Skills in Data Science,1:15,2:41,1:26,""
Total,1:26

"SÁBADO, 27 DE JUNHO"
Hard Skills in Data Science,1:15,2:30,1:15,""
Total,1:15

"DOMINGO, 28 DE JUNHO"
Hard Skills in Data Science,1:15,2:31,1:17,""
Hard Skills in Data Science,23:00,1:30,0:59,""
Total,2:16

"SEGUNDA-FEIRA, 29 DE JUNHO"
Hard Skills in Data Science,23:00,1:30,1:30,""
Total,1:30

"TERÇA-FEIRA, 30 DE JUNHO"
Hard Skills in Data Science,22:15,23:30,1:14,""
Total,1:14

"QUARTA-FEIRA, 1 DE JULHO"
Hard Skills in Data Science,0:00,0:39,0:39,""
Hard Skills in Data Science,2:30,3:15,0:45,""
Total,1:24

"QUINTA-FEIRA, 2 DE JULHO"
Hard Skills in Data Science,1:26,3:13,1:47,""
Total,1:47

"SEXTA-FEIRA, 3 DE JULHO"
Hard Skills in Data Science,0:00,0:08,0:08,""
Hard Skills in Data Science,17:45,19:23,1:38,""
Total,1:47

"SÁBADO, 4 DE JULHO"
Hard Skills in Data Science,1:25,3:30,2:05,""
Hard Skills in Data Science,14:29,15:21,0:53,""
Hard Skills in Data Science,15:36,15:42,0:06,""
Total,3:03

"DOMINGO, 5 DE JULHO"
Hard Skills in Data Science,15:15,16:15,1:00,""
Hard Skills in Data Science,21:45,23:45,2:00,""
Total,3:00

"SEGUNDA-FEIRA, 6 DE JULHO"
Hard Skills in Data Science,0:15,1:45,1:30,""
Total,1:30

"TERÇA-FEIRA, 7 DE JULHO"
Hard Skills in Data Science,1:00,2:15,1:15,""
Total,1:15

"QUARTA-FEIRA, 8 DE JULHO"
Hard Skills in Data Science,0:15,1:44,1:28,""
Total,1:28

"QUINTA-FEIRA, 9 DE JULHO"
Hard Skills in Data Science,0:52,2:50,1:58,""
Hard Skills in Data Science,11:03,12:21,1:18,""
Hard Skills in Data Science,12:27,13:45,1:17,""
Hard Skills in Data Science,14:30,14:55,0:24,""
Hard Skills in Data Science,23:00,2:29,1:00,""
Total,5:58

"SEXTA-FEIRA, 10 DE JULHO"
Hard Skills in Data Science,23:00,2:29,2:29,""
Total,2:29

"SÁBADO, 11 DE JULHO"
Hard Skills in Data Science,1:11,2:41,1:29,""
Hard Skills in Data Science,14:45,17:00,2:15,""
Total,3:44

"DOMINGO, 12 DE JULHO"
Hard Skills in Data Science,0:46,2:35,1:49,""
Hard Skills in Data Science,13:50,16:15,2:24,""
Hard Skills in Data Science,22:00,23:22,1:23,""
Hard Skills in Data Science,23:47,2:04,0:12,""
Total,5:49

"SEGUNDA-FEIRA, 13 DE JULHO"
Hard Skills in Data Science,23:47,2:04,2:04,""
Hard Skills in Data Science,11:26,14:15,2:48,""
Hard Skills in Data Science,15:09,15:30,0:21,""
Hard Skills in Data Science,17:07,17:45,0:38,""
Total,5:51

"TERÇA-FEIRA, 14 DE JULHO"
Hard Skills in Data Science,1:30,4:07,2:38,""
Total,2:38

"QUARTA-FEIRA, 15 DE JULHO"
Hard Skills in Data Science,0:45,2:55,2:10,""
Total,2:10

"QUINTA-FEIRA, 16 DE JULHO"
[No entries]

"SEXTA-FEIRA, 17 DE JULHO"
[No entries]

"SÁBADO, 18 DE JULHO"
Hard Skills in Data Science,14:55,16:41,1:46,""
Total,1:46

"DOMINGO, 19 DE JULHO"
Hard Skills in Data Science,0:45,4:25,3:41,""
Hard Skills in Data Science,14:33,17:00,2:27,""
Total,6:08

"SEGUNDA-FEIRA, 20 DE JULHO"
[No entries]

"TERÇA-FEIRA, 21 DE JULHO"
[No entries]

"QUARTA-FEIRA, 22 DE JULHO"
Hard Skills in Data Science,0:30,2:36,2:07,""
Total,2:07

"QUINTA-FEIRA, 23 DE JULHO"
Hard Skills in Data Science,1:51,3:24,1:33,""
Total,1:33

"SEXTA-FEIRA, 24 DE JULHO"
Hard Skills in Data Science,1:01,4:00,2:59,""
Total,2:59

"SÁBADO, 25 DE JULHO"
[No entries]

"DOMINGO, 26 DE JULHO"
Hard Skills in Data Science,8:15,12:15,4:00,""
Hard Skills in Data Science,13:07,13:07,0:00,""
Hard Skills in Data Science,23:39,1:15,0:21,""
Total,4:21

"SEGUNDA-FEIRA, 27 DE JULHO"
Hard Skills in Data Science,23:39,1:15,1:15,""
Total,1:15

"TERÇA-FEIRA, 28 DE JULHO"
Hard Skills in Data Science,1:00,1:18,0:17,""
Hard Skills in Data Science,1:39,3:10,1:31,""
Hard Skills in Data Science,23:12,23:37,0:25,""
Total,2:13

"QUARTA-FEIRA, 29 DE JULHO"
Hard Skills in Data Science,0:32,0:33,0:01,""
Hard Skills in Data Science,1:23,2:45,1:21,""
Total,1:22

"QUINTA-FEIRA, 30 DE JULHO"
Hard Skills in Data Science,2:00,3:26,1:26,""
Hard Skills in Data Science,12:30,14:00,1:29,""
Hard Skills in Data Science,15:16,16:00,0:44,""
Total,3:39

"SEXTA-FEIRA, 31 DE JULHO"
Hard Skills in Data Science,0:44,2:14,1:31,""
Total,1:31

"SÁBADO, 1 DE AGOSTO"
Hard Skills in Data Science,0:46,2:22,1:35,""
Total,1:35

"DOMINGO, 2 DE AGOSTO"
[No entries]

"SEGUNDA-FEIRA, 3 DE AGOSTO"
[No entries]

"TERÇA-FEIRA, 4 DE AGOSTO"
Hard Skills in Data Science,1:49,2:30,0:41,""
Total,0:41

"QUARTA-FEIRA, 5 DE AGOSTO"
Hard Skills in Data Science,0:45,1:57,1:12,""
Total,1:12

"QUINTA-FEIRA, 6 DE AGOSTO"
Hard Skills in Data Science,1:45,2:45,1:00,""
Total,1:00

"SEXTA-FEIRA, 7 DE AGOSTO"
Hard Skills in Data Science,1:07,2:33,1:26,""
Hard Skills in Data Science,20:40,22:15,1:35,""
Hard Skills in Data Science,22:31,22:32,0:00,""
Total,3:01

"SÁBADO, 8 DE AGOSTO"
[No entries]

"DOMINGO, 9 DE AGOSTO"
Hard Skills in Data Science,1:00,2:00,1:00,""
Total,1:00

"SEGUNDA-FEIRA, 10 DE AGOSTO"
[No entries]

"TERÇA-FEIRA, 11 DE AGOSTO"
Hard Skills in Data Science,1:45,2:30,0:46,""
Hard Skills in Data Science,23:45,0:15,0:15,""
Total,1:01

"QUARTA-FEIRA, 12 DE AGOSTO"
Hard Skills in Data Science,23:45,0:15,0:16,""
Hard Skills in Data Science,0:37,1:41,1:04,""
Hard Skills in Data Science,22:08,23:14,1:06,""
Total,2:25

"QUINTA-FEIRA, 13 DE AGOSTO"
Hard Skills in Data Science,1:25,2:31,1:07,""
Total,1:07

"SEXTA-FEIRA, 14 DE AGOSTO"
Hard Skills in Data Science,22:52,22:52,0:00,""
Total,0:00

"SÁBADO, 15 DE AGOSTO"
[No entries]

"DOMINGO, 16 DE AGOSTO"
Hard Skills in Data Science,15:31,18:45,3:13,""
Hard Skills in Data Science,19:15,19:38,0:23,""
Hard Skills in Data Science,20:15,20:24,0:09,""
Hard Skills in Data Science,20:24,20:29,0:05,""
Total,3:51

GRAND TOTAL,455:42
